59.2	6	8	4	1	5.4	3	7.4	6
59	6	8.2	4	1	5.4	3	7.4	6
58.8	6	8.4	4	1	5.4	3	7.4	6
58.6	6	8.6	4	1	5.4	3	7.4	6
58.4	6	8.8	4	1	5.4	3	7.4	6
58.2	6	9	4	1	5.4	3	7.4	6
58	6	9.2	4	1	5.4	3	7.4	6
57.8	6	9.4	4	1	5.4	3	7.4	6
57.6	6	9.6	4	1	5.4	3	7.4	6
57.4	6	9.8	4	1	5.4	3	7.4	6
57.2	6	10	4	1	5.4	3	7.4	6
57	6	10.2	4	1	5.4	3	7.4	6
56.8	6	10.4	4	1	5.4	3	7.4	6
56.6	6	10.6	4	1	5.4	3	7.4	6
56.4	6	10.8	4	1	5.4	3	7.4	6
56.2	6	11	4	1	5.4	3	7.4	6
56	6	11.2	4	1	5.4	3	7.4	6
55.8	6	11.4	4	1	5.4	3	7.4	6
55.6	6	11.6	4	1	5.4	3	7.4	6
55.4	6	11.8	4	1	5.4	3	7.4	6
55.2	6	12	4	1	5.4	3	7.4	6
55	6	12.2	4	1	5.4	3	7.4	6
54.8	6	12.4	4	1	5.4	3	7.4	6
54.6	6	12.6	4	1	5.4	3	7.4	6
54.4	6	12.8	4	1	5.4	3	7.4	6
54.2	6	13	4	1	5.4	3	7.4	6
